,id,region,profit,cost
0,59092,US,0.58,328252.7
0,59093,Australia,0.94,370731.44
0,59094,Brazil,0.03,922527.9
0,59095,US,0.0,716495.88
0,59096,India,0.79,551256.59
0,59097,India,0.72,876017.15
0,59098,Singapore,0.53,926367.51
0,59099,Singapore,0.8,415698.41
0,59100,Canada,0.14,888277.32
0,59101,UK,0.97,137270.16
0,59102,Sweden,0.57,641006.5
0,59103,Russia,0.27,241022.93
0,59104,Australia,0.43,164870.01
0,59105,Singapore,0.13,661934.24
0,59106,Sweden,0.19,942012.68
0,59107,US,0.98,148366.56
0,59108,India,0.59,260643.33
0,59109,Australia,0.67,710479.76
0,59110,Australia,0.91,654656.76
0,59111,Singapore,0.98,258451.34
0,59112,Canada,0.59,124710.81
0,59113,Canada,0.26,859177.79
0,59114,Australia,0.51,357604.57
0,59115,Russia,0.33,195170.34
0,59116,Canada,0.42,442877.33
0,59117,SriLanka,0.28,955748.32
0,59118,Russia,0.28,539511.94
0,59119,Brazil,0.96,939737.78
0,59120,SriLanka,0.7,657636.04
0,59121,Australia,0.31,646358.03
0,59122,Sweden,0.5,844224.38
0,59123,Sweden,0.39,806283.82
0,59124,UK,0.85,610558.63
0,59125,Sweden,0.12,197183.18
0,59126,Sweden,0.95,772601.01
0,59127,Canada,0.64,901775.45
0,59128,Sweden,0.36,644382.95
0,59129,Australia,0.37,583900.02
0,59130,Australia,0.6,931798.78
0,59131,US,0.38,719178.1
0,59132,SriLanka,0.22,567446.76
0,59133,Russia,0.08,506962.79
0,59134,Sweden,0.21,852044.5
0,59135,Russia,0.99,541432.35
0,59136,SriLanka,0.54,792697.39
0,59137,Australia,0.17,452723.41
0,59138,US,0.77,532283.96
0,59139,US,0.0,675452.77
0,59140,India,0.4,102144.25
0,59141,Canada,0.43,367821.58
0,59142,UK,0.7,902609.33
0,59143,Sweden,0.67,900700.65
0,59144,Russia,0.27,679059.67
0,59145,Singapore,0.81,113949.0
0,59146,Sweden,0.48,807712.58
0,59147,UK,0.91,289380.63
0,59148,Sweden,0.88,584323.85
0,59149,Singapore,0.88,252780.11
0,59150,US,0.0,384054.28
0,59151,Sweden,0.16,906663.07
0,59152,Sweden,0.71,326393.36
0,59153,India,0.01,281726.42
0,59154,UK,0.8,307774.97
0,59155,Australia,0.15,811666.0
0,59156,Canada,0.59,584316.52
0,59157,US,0.72,963468.43
0,59158,US,0.04,565543.18
0,59159,Russia,0.7,974821.08
0,59160,Singapore,0.91,626996.16
0,59161,Brazil,0.72,108367.28
0,59162,India,0.52,760953.44
0,59163,Australia,0.53,134600.96
0,59164,Sweden,0.4,673869.63
0,59165,Russia,0.01,826072.39
0,59166,Singapore,0.39,649977.6
0,59167,Brazil,0.58,185020.75
0,59168,Canada,0.44,640408.76
0,59169,US,0.37,425363.71
0,59170,India,0.93,427391.95
0,59171,Australia,0.53,656164.8
0,59172,Sweden,0.16,578731.47
0,59173,Canada,0.56,833790.31
0,59174,Canada,0.42,688351.78
0,59175,India,0.26,248623.43
0,59176,US,0.42,790861.49
0,59177,Brazil,0.64,621898.09
0,59178,Russia,0.5,860687.4
0,59179,Russia,0.72,253045.77
0,59180,Brazil,0.66,830071.21
0,59181,Brazil,0.56,527260.53
0,59182,Sweden,0.7,658010.05
0,59183,SriLanka,0.57,385651.08
0,59184,UK,0.6,457215.23
0,59185,Sweden,0.16,844887.68
0,59186,SriLanka,0.69,862756.8
0,59187,Singapore,0.8,819756.42
0,59188,Australia,0.31,577868.17
0,59189,Sweden,0.29,156944.68
0,59190,UK,0.16,490519.72
0,59191,UK,0.32,444377.49
0,59192,UK,0.91,161260.31
0,59193,US,0.31,239294.17
0,59194,Sweden,0.64,629568.28
0,59195,Australia,0.87,968466.7
0,59196,UK,0.18,260404.38
0,59197,Sweden,0.04,330040.86
0,59198,Australia,0.31,886655.8
0,59199,UK,0.97,750811.3
0,59200,Brazil,0.23,143043.77
0,59201,India,0.32,940941.88
0,59202,Canada,0.54,100869.2
0,59203,Sweden,0.54,909071.68
0,59204,UK,0.94,239103.22
0,59205,India,0.98,430523.82
0,59206,India,0.95,739901.96
0,59207,Canada,0.7,898705.53
0,59208,Russia,0.55,760931.95
0,59209,India,0.78,950430.26
0,59210,UK,0.12,723241.52
0,59211,Australia,0.46,730440.14
0,59212,Singapore,0.86,594246.6
0,59213,India,0.49,826680.2
0,59214,Sweden,0.4,799459.71
0,59215,US,0.17,279260.58
0,59216,India,0.51,346156.4
0,59217,UK,0.48,818185.51
0,59218,UK,0.3,420530.94
0,59219,Sweden,0.26,778299.72
0,59220,Brazil,0.28,154099.13
0,59221,Sweden,0.62,739784.29
0,59222,US,0.64,324319.55
0,59223,Canada,0.36,843171.97
0,59224,US,0.54,677479.4
0,59225,Russia,0.37,192014.81
0,59226,Canada,0.61,395601.96
0,59227,Sweden,0.04,808315.7
0,59228,SriLanka,1.0,202394.33
0,59229,Singapore,0.87,754300.34
0,59230,Singapore,0.54,640855.87
0,59231,US,0.03,348671.51
0,59232,UK,0.51,436167.52
0,59233,Russia,0.94,776725.49
0,59234,Canada,0.05,161912.84
0,59235,Russia,0.25,521016.39
0,59236,Canada,0.52,244646.27
0,59237,Singapore,0.08,845568.87
0,59238,Singapore,0.32,799552.26
0,59239,Brazil,0.29,438682.09
0,59240,Russia,0.94,288522.61
0,59241,Russia,0.52,368966.16
0,59242,Singapore,0.92,184817.51
0,59243,Australia,0.95,989113.31
0,59244,UK,0.32,835666.34
0,59245,SriLanka,0.03,772889.02
0,59246,India,0.42,120205.27
0,59247,Singapore,0.37,183318.37
0,59248,India,0.77,858925.7
0,59249,Canada,0.16,216820.36
0,59250,US,0.86,851382.53
0,59251,SriLanka,0.94,796056.9
0,59252,Sweden,0.78,683749.15
0,59253,US,0.74,794601.75
0,59254,Canada,0.22,245163.75
0,59255,Russia,0.65,370343.7
0,59256,Singapore,0.46,362858.33
0,59257,SriLanka,0.62,838619.63
0,59258,Canada,0.52,553627.21
0,59259,SriLanka,0.51,688198.14
0,59260,Singapore,0.42,711322.04
0,59261,SriLanka,0.81,414174.23
0,59262,Australia,0.57,762340.73
0,59263,UK,0.34,608109.73
0,59264,Brazil,0.69,691000.92
0,59265,US,0.97,129669.76
0,59266,Russia,0.24,555783.06
0,59267,US,0.29,723654.78
0,59268,SriLanka,0.46,798188.59
0,59269,US,0.86,674831.6
0,59270,Sweden,0.92,456610.24
0,59271,US,0.55,950969.1
0,59272,US,0.82,294125.45
0,59273,India,0.87,308672.73
0,59274,Brazil,0.08,447181.38
0,59275,Canada,0.89,507016.36
0,59276,Canada,0.45,618273.7
0,59277,India,0.81,225578.54
0,59278,Russia,0.74,527859.91
0,59279,Canada,0.91,432406.6
0,59280,US,0.25,716776.44
0,59281,Sweden,0.81,435871.15
0,59282,Canada,0.91,707476.19
0,59283,Singapore,0.73,721701.21
0,59284,Australia,0.41,253536.45
0,59285,India,0.49,512639.38
0,59286,Singapore,0.56,213418.58
0,59287,Australia,0.35,690202.19
0,59288,SriLanka,0.54,545455.56
0,59289,Singapore,0.44,506339.49
0,59290,SriLanka,0.45,908865.5
0,59291,Australia,0.25,398923.7
0,59292,Russia,0.75,635042.25
0,59293,Brazil,0.55,133232.26
0,59294,Canada,0.12,274833.78
0,59295,India,0.05,609519.01
0,59296,US,0.3,606189.6
0,59297,SriLanka,0.99,562546.66
0,59298,Canada,0.97,538166.56
0,59299,Singapore,0.33,369166.1
0,59300,Canada,0.12,805699.12
0,59301,Sweden,0.83,160044.57
0,59302,Russia,0.9,844081.96
0,59303,Canada,0.6,639806.85
0,59304,Brazil,0.42,301986.46
0,59305,Singapore,0.45,232516.77
0,59306,Canada,0.11,990947.17
0,59307,Canada,0.2,274060.09
0,59308,Sweden,0.87,689701.76
0,59309,Singapore,0.54,152894.92
0,59310,US,0.67,260654.31
0,59311,Brazil,0.03,410818.73
0,59312,US,0.37,537373.31
0,59313,Australia,0.56,985129.04
0,59314,SriLanka,0.84,984836.19
0,59315,Australia,0.66,292053.31
0,59316,Australia,0.38,243656.69
0,59317,Sweden,0.81,333048.63
0,59318,Sweden,0.67,381740.08
0,59319,Singapore,0.79,893209.25
0,59320,Singapore,0.6,492888.52
0,59321,UK,0.03,701715.55
0,59322,Russia,0.92,750038.45
0,59323,Brazil,0.67,267258.61
0,59324,Australia,0.22,982710.13
0,59325,UK,0.34,953357.1
0,59326,SriLanka,0.22,778661.96
0,59327,Australia,0.71,548828.3
0,59328,US,0.13,872900.64
0,59329,Brazil,1.0,940553.28
0,59330,Australia,0.38,229489.66
0,59331,SriLanka,0.5,148395.87
0,59332,Sweden,0.61,731647.73
0,59333,Singapore,0.21,335929.76
0,59334,Australia,0.71,841537.67
0,59335,Sweden,0.15,171410.39
0,59336,Russia,0.86,300911.41
0,59337,US,0.06,274667.74
0,59338,Canada,0.47,182636.18
0,59339,Russia,0.62,546256.57
0,59340,Canada,0.3,468420.67
0,59341,SriLanka,0.43,249771.18
0,59342,Australia,0.94,936337.45
0,59343,Brazil,0.05,676854.08
0,59344,UK,0.19,336857.58
0,59345,India,0.87,773428.62
0,59346,UK,0.85,263260.13
0,59347,US,0.82,551947.12
0,59348,SriLanka,0.44,176464.2
0,59349,Russia,0.9,105221.26
0,59350,Canada,0.98,731221.8
0,59351,Sweden,0.29,608417.68
0,59352,Brazil,0.93,325408.54
0,59353,Singapore,0.21,195763.47
0,59354,India,0.55,559245.48
0,59355,UK,0.91,477946.3
0,59356,Canada,0.01,178258.1
0,59357,SriLanka,0.54,104945.88
0,59358,Singapore,0.12,616618.12
0,59359,Canada,0.02,860192.14
0,59360,Canada,0.05,378328.83
0,59361,Australia,0.21,903891.81
0,59362,Canada,0.56,670108.85
0,59363,SriLanka,0.91,481311.03
0,59364,Canada,0.35,364549.96
0,59365,UK,0.79,118414.31
0,59366,Brazil,0.23,742054.49
0,59367,SriLanka,0.56,792384.37
0,59368,SriLanka,0.36,661236.82
0,59369,Brazil,0.86,144074.89
0,59370,UK,0.9,426531.74
0,59371,Canada,0.26,990618.83
0,59372,Canada,0.96,334024.92
0,59373,Russia,0.84,253182.99
0,59374,US,0.57,212842.38
0,59375,US,0.17,787726.54
0,59376,Russia,0.59,987814.75
0,59377,Sweden,0.81,513054.4
0,59378,India,0.1,988291.81
0,59379,Australia,0.0,329205.45
0,59380,Sweden,0.06,127286.3
0,59381,Canada,0.67,153435.55
0,59382,Singapore,0.6,111722.25
0,59383,Brazil,0.46,565633.05
0,59384,India,0.67,897142.28
0,59385,SriLanka,0.71,135126.58
0,59386,US,0.3,944630.97
0,59387,US,0.71,979312.88
0,59388,Sweden,0.19,269837.18
0,59389,US,0.33,814489.51
0,59390,Sweden,0.53,962910.0
0,59391,Sweden,0.88,530708.01
0,59392,Brazil,0.47,664778.25
0,59393,US,0.67,794986.88
0,59394,Brazil,0.04,875506.63
0,59395,UK,0.66,700491.98
0,59396,Brazil,0.97,457972.21
0,59397,UK,0.16,312340.93
0,59398,US,0.25,770347.57
0,59399,Singapore,0.2,758618.04
0,59400,Sweden,0.81,938340.42
0,59401,India,0.78,584473.37
0,59402,Australia,0.06,876710.36
0,59403,Singapore,0.06,183190.36
0,59404,Sweden,0.66,565678.88
0,59405,SriLanka,0.86,838480.0
0,59406,US,0.13,993831.08
0,59407,Brazil,0.27,550641.96
0,59408,Singapore,0.99,301348.67
0,59409,Canada,0.7,676447.37
0,59410,India,0.71,881011.66
0,59411,Australia,0.92,776088.31
0,59412,Singapore,0.88,140888.81
0,59413,India,0.51,887348.9
0,59414,Singapore,0.39,546397.21
0,59415,Sweden,0.66,285939.3
0,59416,UK,0.99,656858.41
0,59417,Canada,0.29,449596.38
0,59418,SriLanka,0.22,162049.26
0,59419,Canada,0.87,555009.26
0,59420,UK,0.57,404565.74
0,59421,US,0.05,666461.53
0,59422,Singapore,0.8,497664.34
0,59423,Sweden,0.08,995327.71
0,59424,Russia,0.57,211900.85
0,59425,Brazil,0.2,478313.87
0,59426,Singapore,0.3,207507.72
0,59427,SriLanka,0.55,810476.9
0,59428,SriLanka,0.52,764006.52
0,59429,Australia,0.88,915880.24
0,59430,Brazil,0.08,222930.42
0,59431,Brazil,0.71,526557.33
0,59432,SriLanka,0.1,892124.01
0,59433,Russia,0.57,601077.03
0,59434,India,0.46,809817.35
0,59435,Brazil,0.11,603297.98
0,59436,Australia,0.21,329301.91
0,59437,SriLanka,0.74,909137.1
0,59438,UK,0.34,341966.56
0,59439,US,0.05,340918.01
0,59440,US,0.84,369861.54
0,59441,Australia,0.22,854962.8
0,59442,Russia,0.93,306897.89
0,59443,Canada,0.08,472456.25
0,59444,Singapore,0.97,210129.87
0,59445,SriLanka,0.29,615919.57
0,59446,Brazil,0.18,405531.48
0,59447,SriLanka,0.52,144016.51
0,59448,Australia,0.14,776394.08
0,59449,US,0.57,172334.93
0,59450,US,0.41,415254.48
0,59451,Sweden,0.28,532386.98
0,59452,Brazil,0.47,530556.21
0,59453,Singapore,0.51,863228.68
0,59454,UK,0.2,458572.36
0,59455,SriLanka,0.61,460409.83
0,59456,India,0.22,547568.14
0,59457,Singapore,0.51,785862.4
0,59458,Brazil,0.19,372515.21
0,59459,US,0.27,146314.31
0,59460,Russia,0.55,286543.6
0,59461,Brazil,0.32,256380.61
0,59462,Brazil,0.6,678394.03
0,59463,Canada,0.75,518947.12
0,59464,Australia,0.38,339275.56
0,59465,Singapore,0.66,697001.33
0,59466,UK,0.25,354081.61
0,59467,India,0.21,400025.79
0,59468,US,0.22,239210.55
0,59469,Russia,0.06,997307.75
0,59470,US,0.33,954635.86
0,59471,Singapore,0.87,536512.38
0,59472,UK,0.33,656366.57
0,59473,SriLanka,0.19,583178.68
0,59474,Sweden,0.55,743868.59
0,59475,India,0.7,482069.99
0,59476,Singapore,0.83,964358.04
0,59477,Brazil,0.44,310592.32
0,59478,Russia,0.56,108001.27
0,59479,Canada,0.65,885381.71
0,59480,Canada,0.58,173570.34
0,59481,Sweden,0.42,389091.45
0,59482,SriLanka,0.38,113048.22
0,59483,Singapore,0.13,859858.65
0,59484,Australia,0.59,816753.07
0,59485,US,0.69,473388.47
0,59486,Australia,0.75,910361.92
0,59487,US,0.73,602477.36
0,59488,US,0.44,694547.84
0,59489,UK,0.45,239152.77
0,59490,Sweden,0.41,499533.98
0,59491,Russia,0.3,187378.27
0,59492,Australia,0.16,202602.85
0,59493,Singapore,0.31,352968.13
0,59494,Russia,0.92,905226.69
0,59495,India,0.83,967794.92
0,59496,Australia,0.32,399676.95
0,59497,SriLanka,0.78,724754.75
0,59498,Canada,0.11,535165.18
0,59499,US,0.53,182901.72
0,59500,UK,0.56,574249.83
0,59501,Australia,0.48,305725.92
0,59502,Brazil,0.8,663027.55
0,59503,Canada,0.42,924064.42
0,59504,US,0.63,302639.45
0,59505,Russia,0.76,844945.39
0,59506,US,0.29,390052.03
0,59507,US,0.43,562543.32
0,59508,Canada,0.33,754870.3
0,59509,Singapore,0.8,557091.29
0,59510,SriLanka,0.85,908998.87
0,59511,Brazil,0.93,197755.3
0,59512,Singapore,0.47,176716.75
0,59513,Singapore,0.97,525616.52
0,59514,Canada,0.34,156403.02
0,59515,Australia,0.05,518334.98
0,59516,US,0.39,124890.57
0,59517,Sweden,0.57,479922.85
0,59518,Canada,0.85,133833.13
0,59519,Brazil,0.87,967750.54
0,59520,UK,0.03,696179.47
0,59521,UK,0.1,859345.61
0,59522,Russia,0.73,176762.55
0,59523,Russia,0.15,330072.71
0,59524,India,0.56,541703.38
0,59525,Russia,0.25,740538.62
0,59526,Canada,0.85,786968.77
0,59527,Australia,0.44,732554.51
0,59528,Sweden,0.6,900607.47
0,59529,Australia,0.41,510616.7
0,59530,UK,0.79,453742.01
0,59531,SriLanka,0.01,530342.59
0,59532,Canada,0.51,580485.43
0,59533,Sweden,0.65,438712.95
0,59534,SriLanka,0.23,691307.58
0,59535,UK,0.07,770891.85
0,59536,Australia,0.5,527277.85
0,59537,Canada,0.54,834033.19
0,59538,Russia,0.73,290912.0
0,59539,UK,0.88,979135.86
0,59540,UK,0.57,573711.08
0,59541,Sweden,0.58,964438.85
0,59542,US,0.25,278605.86
0,59543,Canada,0.15,540696.58
0,59544,Singapore,0.86,377879.92
0,59545,Russia,0.77,987925.25
0,59546,Russia,0.76,336936.35
0,59547,Canada,0.39,890695.52
0,59548,UK,0.03,664328.12
0,59549,SriLanka,0.14,277909.12
0,59550,Sweden,0.04,771628.02
0,59551,Singapore,0.6,336163.48
0,59552,Sweden,0.37,597087.09
0,59553,India,0.8,907956.32
0,59554,Singapore,0.05,384802.65
0,59555,US,0.37,623951.59
0,59556,Russia,0.6,607452.87
0,59557,UK,0.17,154380.11
0,59558,Sweden,0.36,338222.31
0,59559,US,0.07,382391.58
0,59560,Russia,0.93,180627.42
0,59561,India,0.91,271171.62
0,59562,Sweden,0.25,946834.94
0,59563,Singapore,0.9,374597.6
0,59564,Russia,0.06,868473.76
0,59565,UK,0.31,784202.93
0,59566,Sweden,0.15,936326.2
0,59567,Singapore,0.61,753843.04
0,59568,Brazil,0.49,923182.79
0,59569,Canada,0.25,283554.85
0,59570,Australia,0.4,590816.05
0,59571,Sweden,0.7,707401.09
0,59572,Canada,0.73,648319.58
0,59573,UK,0.53,125790.16
0,59574,Canada,0.73,956436.64
0,59575,UK,0.23,608896.76
0,59576,US,0.19,538817.41
0,59577,Canada,0.58,823069.2
0,59578,Canada,0.85,270688.77
0,59579,Sweden,0.12,424551.25
0,59580,Australia,0.53,251574.8
0,59581,Australia,0.79,135125.28
0,59582,UK,0.94,617812.75
0,59583,UK,0.05,195398.76
0,59584,UK,0.18,119884.26
0,59585,Canada,0.71,786816.74
0,59586,Australia,0.99,118547.97
0,59587,Russia,0.86,803995.0
0,59588,Australia,0.35,501643.65
0,59589,India,0.62,302014.66
0,59590,US,0.4,220849.41
0,59591,India,0.75,770248.26
0,59592,India,0.09,738370.82
0,59593,Brazil,0.07,857792.13
0,59594,Singapore,0.29,660279.52
0,59595,Singapore,0.52,205692.11
0,59596,Sweden,0.31,168523.08
0,59597,Singapore,0.82,300600.19
0,59598,UK,0.93,780377.18
0,59599,Sweden,0.57,255437.23
0,59600,US,0.11,303020.06
0,59601,US,0.45,160280.37
0,59602,Canada,0.91,233135.26
0,59603,Canada,0.98,118798.18
0,59604,Russia,0.35,392977.89
0,59605,Russia,0.02,818441.71
0,59606,Canada,0.87,696399.38
0,59607,Russia,0.16,897433.31
0,59608,Canada,0.81,364416.64
0,59609,Canada,0.74,403665.9
0,59610,Sweden,0.8,927568.32
0,59611,Singapore,0.03,164902.56
0,59612,India,0.13,382362.68
0,59613,Sweden,0.99,613173.35
0,59614,India,0.96,671411.47
0,59615,Australia,0.93,116347.97
0,59616,Russia,0.15,373970.03
0,59617,Brazil,0.9,729104.33
0,59618,SriLanka,0.87,842730.41
0,59619,Brazil,0.19,243613.58
0,59620,Russia,0.63,310226.1
0,59621,Russia,0.76,166673.69
0,59622,Sweden,0.54,432623.47
0,59623,Canada,0.14,310718.46
0,59624,SriLanka,0.93,654329.21
0,59625,Australia,0.99,537889.64
0,59626,Sweden,0.47,612054.8
0,59627,Singapore,0.22,280583.2
0,59628,Australia,0.28,651141.92
0,59629,US,0.73,635502.65
0,59630,Singapore,0.16,523344.2
0,59631,India,0.2,101926.09
0,59632,UK,0.78,638012.72
0,59633,Canada,0.05,838209.22
0,59634,Australia,0.08,119254.98
0,59635,SriLanka,0.69,568895.72
0,59636,Brazil,0.55,437147.34
0,59637,India,0.37,638918.76
0,59638,Sweden,0.61,883219.2
0,59639,India,0.45,465229.66
0,59640,Australia,0.15,895372.49
0,59641,Sweden,0.92,958198.4
0,59642,Singapore,0.62,852734.64
0,59643,Australia,0.39,649490.02
0,59644,US,0.1,161629.76
0,59645,Canada,0.72,540710.89
0,59646,Singapore,0.88,525664.33
0,59647,Russia,0.98,285672.9
0,59648,SriLanka,0.75,848087.96
0,59649,Canada,0.26,315441.35
0,59650,UK,0.93,823394.55
0,59651,Singapore,0.49,971915.67
0,59652,Brazil,0.76,535107.36
0,59653,Sweden,0.16,251301.98
0,59654,Singapore,0.73,783162.22
0,59655,Sweden,0.33,656128.97
0,59656,US,0.13,525851.14
0,59657,US,0.16,421107.87
0,59658,US,0.59,494371.79
0,59659,Russia,0.04,342608.65
0,59660,US,0.98,726619.58
0,59661,UK,0.15,885581.75
0,59662,Russia,0.61,980064.31
0,59663,US,0.25,992341.82
0,59664,Singapore,0.79,460581.89
0,59665,India,0.81,312022.95
0,59666,Russia,0.75,536741.12
0,59667,Canada,0.74,784898.93
0,59668,Sweden,0.36,729559.32
0,59669,Australia,0.44,837137.82
0,59670,India,0.9,173742.43
0,59671,India,0.72,385583.48
0,59672,Brazil,0.38,849496.5
0,59673,Australia,0.09,244350.47
0,59674,UK,0.63,898950.35
0,59675,US,0.44,506484.06
0,59676,SriLanka,0.98,712921.73
0,59677,US,0.62,269070.78
0,59678,Russia,0.66,287196.97
0,59679,US,0.15,423334.46
0,59680,SriLanka,0.95,251359.94
0,59681,US,0.06,894178.99
0,59682,Sweden,0.5,108814.34
0,59683,Australia,0.17,475172.14
0,59684,UK,0.57,528925.78
0,59685,Canada,0.38,157605.12
0,59686,Russia,0.46,621217.59
0,59687,US,0.12,826779.33
0,59688,Australia,0.42,663688.26
0,59689,US,0.21,981565.2
0,59690,Brazil,0.74,652345.0
0,59691,Brazil,0.22,152219.51
0,59692,Australia,0.04,662106.87
0,59693,Singapore,0.59,782939.32
0,59694,Brazil,0.2,977177.78
0,59695,Australia,0.72,747342.37
0,59696,SriLanka,0.04,725049.98
0,59697,Sweden,0.11,922601.81
0,59698,US,0.87,813227.63
0,59699,Singapore,0.91,284640.96
0,59700,Russia,0.44,975944.78
0,59701,Australia,0.84,731536.56
0,59702,India,0.37,702770.19
0,59703,Australia,0.93,243424.9
0,59704,Russia,0.81,200040.6
0,59705,Australia,0.98,111721.04
0,59706,Canada,0.24,880263.03
0,59707,SriLanka,0.13,140293.62
0,59708,Sweden,0.08,539278.4
0,59709,Australia,0.63,165247.49
0,59710,Russia,0.83,317264.96
0,59711,UK,0.41,484526.11
0,59712,Brazil,0.29,861201.14
0,59713,UK,0.1,308668.75
0,59714,US,0.56,207484.1
0,59715,Canada,0.63,537490.03
0,59716,Australia,0.72,422544.77
0,59717,Brazil,0.06,789129.42
0,59718,Australia,0.45,880699.7
0,59719,India,0.33,193733.31
0,59720,US,0.02,599478.39
0,59721,Canada,0.22,734243.52
0,59722,Brazil,0.71,464749.6
0,59723,UK,0.61,599270.24
0,59724,SriLanka,0.17,318755.72
0,59725,Canada,0.47,115805.39
0,59726,UK,0.83,484461.31
0,59727,SriLanka,0.12,996901.05
0,59728,Canada,0.43,696473.4
0,59729,Brazil,0.11,517588.87
0,59730,Singapore,0.1,341406.75
0,59731,US,0.44,438930.98
0,59732,Brazil,0.51,862468.39
0,59733,SriLanka,0.57,557975.66
0,59734,India,0.54,763489.05
0,59735,SriLanka,0.43,404604.08
0,59736,Brazil,0.46,194631.1
0,59737,Sweden,0.86,419085.96
0,59738,Canada,0.65,178536.43
0,59739,Australia,0.47,316626.36
0,59740,Sweden,0.18,171493.9
0,59741,UK,0.05,996090.62
0,59742,Russia,0.83,582715.48
0,59743,SriLanka,0.1,535610.35
0,59744,Singapore,0.15,626110.59
0,59745,SriLanka,0.18,744578.7
0,59746,Australia,0.54,585471.0
0,59747,US,0.13,274107.18
0,59748,US,0.12,621760.61
0,59749,Russia,0.26,151213.62
0,59750,Brazil,0.53,379442.27
0,59751,Sweden,0.88,641673.71
0,59752,Singapore,0.26,983045.81
0,59753,Brazil,0.66,845624.94
0,59754,US,0.42,496502.25
0,59755,UK,0.04,211653.12
0,59756,SriLanka,0.68,236599.03
0,59757,Canada,0.79,450239.12
0,59758,UK,0.65,293467.06
0,59759,India,0.8,490079.33
0,59760,US,0.02,301630.42
0,59761,Russia,0.13,611803.15
0,59762,Australia,0.04,744920.93
0,59763,UK,0.51,101607.41
0,59764,Singapore,0.25,311449.04
0,59765,Australia,0.14,487175.83
0,59766,UK,0.18,587895.16
0,59767,Sweden,0.8,461976.38
0,59768,Russia,0.93,679351.56
0,59769,Sweden,0.78,636955.68
0,59770,Brazil,0.91,340440.73
0,59771,SriLanka,0.64,116669.17
0,59772,Canada,0.06,426872.72
0,59773,UK,0.59,392049.07
0,59774,UK,0.88,778538.06
0,59775,UK,0.02,973603.02
0,59776,Australia,0.69,788423.78
0,59777,SriLanka,0.96,443086.01
0,59778,Sweden,0.85,116507.27
0,59779,Canada,0.45,112502.02
0,59780,UK,0.22,789839.69
0,59781,India,0.96,900730.74
0,59782,SriLanka,0.97,917058.97
0,59783,Canada,0.54,677943.14
0,59784,US,0.3,613907.56
0,59785,Sweden,0.32,159994.52
0,59786,Brazil,0.72,106046.68
0,59787,Canada,0.38,725917.21
0,59788,Russia,0.89,286212.2
0,59789,Singapore,0.44,136606.08
0,59790,Australia,0.27,540394.08
0,59791,UK,0.77,949143.4
0,59792,Australia,0.02,251508.14
0,59793,Brazil,0.15,186283.32
0,59794,Canada,0.5,477122.82
0,59795,Canada,0.31,754652.76
0,59796,SriLanka,0.07,818895.55
0,59797,Russia,0.48,619491.4
0,59798,Sweden,0.86,781335.44
0,59799,US,0.06,739705.54
0,59800,Sweden,0.96,626380.73
0,59801,Russia,0.24,174161.27
0,59802,Canada,0.28,515818.12
0,59803,Sweden,0.42,971927.48
0,59804,US,0.01,222473.38
0,59805,Singapore,0.75,295382.09
0,59806,US,0.06,102497.24
0,59807,Singapore,0.68,950563.63
0,59808,US,0.08,828485.73
0,59809,Brazil,0.04,681495.12
0,59810,Canada,0.29,987839.31
0,59811,Sweden,0.53,683252.18
0,59812,Singapore,0.75,974558.96
0,59813,Canada,0.94,375408.31
0,59814,India,0.5,342531.95
0,59815,India,0.07,625053.18
0,59816,Russia,0.78,231019.85
0,59817,SriLanka,0.11,762194.94
0,59818,Sweden,0.17,433552.63
0,59819,Canada,0.34,860307.11
0,59820,Brazil,0.72,351027.89
0,59821,Brazil,0.76,439198.67
0,59822,Russia,0.82,343006.49
0,59823,Canada,0.88,980712.65
0,59824,Singapore,0.74,410637.48
0,59825,Sweden,0.73,670617.4
0,59826,Sweden,0.0,873874.93
0,59827,UK,0.19,629102.92
0,59828,SriLanka,0.66,354592.34
0,59829,Sweden,0.58,113195.49
0,59830,SriLanka,0.01,845482.85
0,59831,Australia,0.86,844825.37
0,59832,US,0.24,375959.05
0,59833,Singapore,0.43,694823.15
0,59834,Australia,0.84,231022.94
0,59835,India,0.4,482695.16
0,59836,Sweden,0.09,887920.91
0,59837,US,0.73,693470.83
0,59838,Australia,0.48,798706.48
0,59839,Russia,0.08,611630.9
0,59840,India,0.37,384673.47
0,59841,Australia,0.01,200847.84
0,59842,UK,0.67,624438.99
0,59843,Singapore,0.5,729428.9
0,59844,Canada,0.93,385981.64
0,59845,Singapore,0.99,147341.21
0,59846,Brazil,0.93,529771.86
0,59847,Singapore,0.82,280655.69
0,59848,Sweden,0.13,496619.16
0,59849,Canada,0.23,841308.9
0,59850,Canada,0.93,129447.33
0,59851,Brazil,0.4,948564.8
0,59852,India,0.63,311672.52
0,59853,Singapore,0.26,611566.34
0,59854,UK,0.82,903022.72
0,59855,Brazil,0.23,218632.0
0,59856,Canada,0.98,100212.08
0,59857,Russia,0.61,255538.61
0,59858,Canada,0.82,252032.28
0,59859,UK,0.42,763455.36
0,59860,Canada,0.83,409102.04
0,59861,UK,0.81,913594.83
0,59862,SriLanka,0.59,743416.02
0,59863,Russia,0.31,981357.99
0,59864,Australia,0.98,957148.27
0,59865,US,0.95,582788.08
0,59866,Singapore,0.47,988739.25
0,59867,Brazil,0.84,792650.47
0,59868,Russia,0.98,904331.49
